Parking lot 7,DJI_0233.JPG,DJI_0234.JPG,DJI_0285.JPG,DJI_0286.JPG,DJI_0287.JPG,DJI_0288.JPG,DJI_0289.JPG,DJI_0345.JPG,DJI_0346.JPG
Recreation centre,DJI_0134.JPG,DJI_0135.JPG,DJI_0172.JPG,DJI_0173.JPG,DJI_0174.JPG,DJI_0186.JPG,DJI_0187.JPG,DJI_0188.JPG,DJI_0189.JPG,DJI_0224.JPG,DJI_0225.JPG,DJI_0226.JPG,DJI_0227.JPG,DJI_0240.JPG,DJI_0241.JPG,DJI_0242.JPG,DJI_0243.JPG,DJI_0276.JPG,DJI_0277.JPG,DJI_0278.JPG,DJI_0279.JPG,DJI_0296.JPG,DJI_0297.JPG,DJI_0298.JPG,DJI_0335.JPG,DJI_0336.JPG,DJI_0337.JPG
Canteen,DJI_0134.JPG,DJI_0135.JPG,DJI_0172.JPG,DJI_0173.JPG,DJI_0174.JPG,DJI_0186.JPG,DJI_0187.JPG,DJI_0188.JPG,DJI_0189.JPG,DJI_0224.JPG,DJI_0225.JPG,DJI_0226.JPG,DJI_0227.JPG,DJI_0240.JPG,DJI_0241.JPG,DJI_0242.JPG,DJI_0243.JPG,DJI_0276.JPG,DJI_0277.JPG,DJI_0278.JPG,DJI_0279.JPG,DJI_0296.JPG,DJI_0297.JPG,DJI_0298.JPG,DJI_0335.JPG,DJI_0336.JPG,DJI_0337.JPG
Indoor heated swimming pool,DJI_0172.JPG,DJI_0173.JPG,DJI_0186.JPG,DJI_0187.JPG,DJI_0188.JPG,DJI_0189.JPG,DJI_0224.JPG,DJI_0225.JPG,DJI_0226.JPG,DJI_0227.JPG,DJI_0240.JPG,DJI_0241.JPG,DJI_0242.JPG,DJI_0243.JPG,DJI_0276.JPG,DJI_0277.JPG,DJI_0278.JPG,DJI_0279.JPG,DJI_0296.JPG,DJI_0297.JPG,DJI_0298.JPG,DJI_0299.JPG,DJI_0335.JPG,DJI_0336.JPG,DJI_0337.JPG,DJI_0357.JPG
